,hosp,hosp,hosp,rea,rea,rea,rad,rad,rad,dc,dc,dc
2022-12-19,24631,11390,12855,1419,930,479,809242,396262,405481,131188,74877,55291
2022-12-20,25002,11582,13023,1438,933,493,810995,397097,406373,131317,74957,55340
2022-12-21,25225,11683,13144,1443,938,495,812617,397841,407233,131441,75030,55391
2022-12-22,25395,11751,13245,1452,943,499,813954,398461,407932,131554,75097,55437
2022-12-23,25218,11670,13162,1454,951,495,815558,399261,408718,131706,75175,55510
2022-12-24,25119,11607,13125,1445,945,491,816260,399612,409065,131755,75204,55530
2022-12-25,25088,11579,13124,1445,939,497,816395,399685,409125,131773,75216,55535
2022-12-26,25043,11554,13108,1454,940,505,817495,400221,409670,131906,75290,55594
2022-12-27,25084,11621,13096,1447,940,498,819080,400967,410485,132112,75404,55684
2022-12-28,24993,11588,13034,1483,956,518,820563,401684,411235,132246,75482,55740
2022-12-29,24653,11421,12857,1484,954,520,821858,402295,411910,132373,75553,55795
2022-12-30,24389,11260,12759,1477,955,511,823069,402888,412515,132475,75605,55845
2022-12-31,24148,11149,12628,1478,956,511,823676,403174,412831,132517,75632,55860
2023-01-01,24157,11163,12621,1477,958,507,823803,403223,412909,132536,75639,55872
2023-01-02,24075,11080,12629,1465,965,487,825065,403857,413521,132708,75744,55937
2023-01-03,23516,10792,12369,1416,918,486,826705,404640,414363,132870,75845,55996
2023-01-04,23167,10678,12144,1389,909,471,827960,405217,415023,132985,75904,56050
2023-01-05,22664,10438,11888,1352,880,463,829112,405769,415613,133117,75985,56100
2023-01-06,22335,10299,11702,1341,882,449,830190,406282,416168,133236,76052,56152
2023-01-07,22129,10172,11625,1330,868,453,830673,406524,416404,133284,76072,56180
2023-01-08,22102,10170,11599,1331,871,451,830783,406566,416470,133301,76083,56186
2023-01-09,21548,9917,11311,1267,817,442,831905,407100,417040,133446,76167,56246
2023-01-10,21100,9695,11088,1242,797,436,833075,407658,417645,133561,76226,56301
2023-01-11,20776,9531,10933,1235,785,441,833996,408114,418103,133640,76271,56334
2023-01-12,20399,9375,10726,1233,782,443,834822,408479,418543,133690,76303,56351
2023-01-13,20039,9184,10554,1227,772,446,835657,408893,418958,133788,76363,56388
2023-01-14,19950,9153,10498,1214,770,435,835936,409022,419105,133808,76374,56396
2023-01-15,19922,9137,10484,1211,770,432,836019,409067,419143,133816,76377,56401
2023-01-16,19689,8997,10396,1187,751,427,836689,409379,419495,133896,76424,56434
2023-01-17,19229,8756,10178,1145,726,410,837539,409785,419935,133995,76482,56475
2023-01-18,18927,8635,10001,1141,723,409,838193,410067,420299,134073,76531,56504
2023-01-19,18470,8444,9741,1105,695,400,838960,410401,420723,134133,76568,56527
2023-01-20,18109,8275,9551,1068,673,386,839566,410679,421047,134176,76592,56545
2023-01-21,17932,8202,9449,1048,661,379,839856,410808,421207,134203,76609,56555
2023-01-22,17911,8192,9438,1044,661,375,839907,410833,421233,134212,76616,56557
2023-01-23,17639,8068,9292,1016,648,361,840474,411104,421528,134314,76666,56606
2023-01-24,17206,7837,9093,972,621,345,841227,411464,421916,134373,76697,56633
2023-01-25,16917,7732,8909,957,610,341,841782,411704,422229,134407,76715,56649
2023-01-26,16479,7499,8713,936,594,336,842480,412036,422581,134457,76744,56669
2023-01-27,15986,7277,8447,911,575,330,843250,412379,422997,134501,76770,56686
2023-01-28,15649,7132,8263,895,571,318,843683,412576,423227,134532,76784,56701
2023-01-29,15591,7115,8222,896,572,318,843774,412610,423284,134538,76787,56704
2023-01-30,15365,7006,8113,883,556,322,844326,412877,423560,134597,76824,56725
2023-01-31,14768,6730,7798,865,547,313,845203,413268,424037,134654,76859,56747
2023-02-01,14316,6531,7545,838,530,301,846047,413654,424489,134707,76888,56771
2023-02-02,14037,6432,7373,819,516,295,846572,413883,424775,134757,76916,56792
2023-02-03,13921,6360,7333,807,502,297,846970,414090,424960,134784,76933,56802
2023-02-04,13863,6331,7305,798,499,291,844314,412861,423565,134805,76946,56810
2023-02-05,13863,6330,7306,797,498,291,844323,412868,423567,134805,76946,56810
2023-02-06,13801,6299,7275,789,499,282,844630,413028,423714,134845,76963,56833
2023-02-07,13619,6214,7179,780,493,279,845157,413273,423994,134887,76985,56853
2023-02-08,13577,6202,7149,767,488,271,848428,414799,425702,134918,76999,56870
2023-02-09,13497,6150,7120,770,491,271,848708,414934,425845,134935,77007,56878
2023-02-10,13412,6097,7089,777,492,277,849090,415114,426042,134955,77020,56885
2023-02-11,13392,6071,7078,775,486,281,849217,415169,426113,134966,77027,56889
2023-02-12,13385,6066,7076,774,486,280,849225,415175,426115,134967,77027,56890
2023-02-13,13354,6036,7074,772,483,280,849590,415351,426304,135005,77054,56901
2023-02-14,13221,5948,7029,774,478,288,850065,415584,426544,135040,77078,56914
2023-02-15,13078,5887,6953,752,462,282,850507,415798,426767,135075,77095,56929
2023-02-16,13016,5860,6920,745,452,285,850785,415932,426910,135101,77111,56938
2023-02-17,12995,5841,6924,742,447,288,851123,416096,427078,135128,77128,56948
2023-02-18,12940,5810,6900,730,443,280,851272,416163,427160,135144,77138,56954
2023-02-19,12940,5808,6902,728,442,279,851310,416184,427177,135145,77139,56954
2023-02-20,13044,5847,6964,738,444,287,851584,416324,427310,135175,77153,56970
2023-02-21,12996,5842,6917,731,442,282,851997,416503,427541,135207,77170,56985
2023-02-22,12962,5841,6886,736,447,282,852401,416677,427767,135245,77194,56999
2023-02-23,12991,5859,6901,733,443,283,852635,416793,427882,135264,77203,57009
2023-02-24,12958,5853,6873,731,437,287,852922,416928,428033,135293,77216,57025
2023-02-25,12896,5829,6837,722,436,279,853113,417013,428135,135309,77222,57035
2023-02-26,12910,5833,6848,723,437,279,853134,417027,428141,135310,77222,57036
2023-02-27,12958,5835,6893,726,440,279,853409,417166,428275,135345,77240,57052
2023-02-28,12858,5800,6822,722,433,282,853787,417336,428481,135379,77259,57067
2023-03-01,12787,5769,6783,718,438,273,854180,417511,428695,135404,77272,57079
2023-03-02,12767,5738,6790,721,440,272,854431,417635,428822,135425,77282,57090
2023-03-03,12701,5707,6758,710,436,266,854779,417804,428999,135446,77290,57103
2023-03-04,12705,5706,6763,717,441,268,854923,417877,429069,135463,77299,57111
2023-03-05,12711,5705,6770,719,441,270,854927,417880,429070,135463,77299,57111
2023-03-06,12820,5780,6800,731,450,273,855242,418016,429246,135489,77314,57122
2023-03-07,12885,5798,6847,735,453,274,855564,418185,429397,135513,77322,57138
2023-03-08,13030,5866,6927,738,452,278,855816,418310,429521,135540,77338,57149
2023-03-09,13058,5877,6941,742,455,279,856125,418458,429682,135550,77342,57155
2023-03-10,13121,5902,6979,754,461,284,856457,418622,429849,135577,77357,57167
2023-03-11,13131,5902,6993,749,457,283,856575,418672,429912,135585,77360,57171
2023-03-12,13125,5901,6989,744,456,280,856589,418679,429918,135585,77360,57171
2023-03-13,13285,5981,7066,758,460,290,856921,418826,430102,135626,77379,57192
2023-03-14,13281,5994,7049,760,462,290,857259,418973,430292,135653,77394,57204
2023-03-15,13379,6033,7110,763,463,292,857640,419163,430481,135677,77404,57217
2023-03-16,13325,5995,7092,749,458,282,857999,419343,430657,135701,77420,57225
2023-03-17,13279,5982,7058,755,461,285,858444,419559,430886,135726,77437,57233
2023-03-18,13205,5973,6995,752,462,282,858672,419653,431016,135737,77441,57240
2023-03-19,13211,5979,6995,754,463,283,858680,419655,431022,135737,77441,57240
2023-03-20,13358,6052,7068,760,469,282,859128,419870,431252,135787,77467,57264
2023-03-21,13434,6083,7109,761,463,289,859586,420088,431488,135822,77489,57276
2023-03-22,13418,6088,7090,761,469,283,860128,420329,431778,135835,77495,57283
2023-03-23,13025,5912,6870,739,456,273,860867,420652,432187,135860,77512,57291
2023-03-24,13103,5937,6917,751,466,275,861310,420874,432408,135875,77521,57297
2023-03-25,13038,5902,6890,744,463,271,861538,420987,432518,135889,77527,57305
2023-03-26,13036,5903,6889,746,466,270,861565,420997,432534,135894,77530,57307
2023-03-27,13113,5950,6923,728,457,263,861972,421189,432745,135936,77555,57324
2023-03-28,13178,6000,6943,720,452,261,862458,421407,433007,135975,77575,57342
2023-03-29,13184,5989,6964,734,456,270,862962,421645,433268,136009,77594,57356
2023-03-30,13186,5953,7003,732,459,267,863331,421833,433447,136045,77609,57376
2023-03-31,13149,5919,6997,709,446,258,863837,422089,433693,136076,77630,57385
