Code article,LIBELLE ARTICLE,FAMILLE ARTICLE,CONDITION,PU HT
35956,PUREE DE POIRE  SG POT 1K,PRODUITS DE  PATISSERIE,POT,"6,93"
35957,CUBES DE MANGUE SACHET 1KG SG,PRODUITS DE  PATISSERIE,SACHE,"7,20"
35958,MANGUE EN CUBE SACHET 2.5KG SG,PRODUITS DE  PATISSERIE,SAC,"17,99"
40120,PATE D'AMANDE BL.33 % - 1KG,PRODUITS DE  PATISSERIE,PAQUE,"16,90"
16115,THON ENTIER HUILE 4/4,PRODUITS DE LA MER,BOITE,"5,15"
16160,SARDINE A L'HUILE 4/4,PRODUITS DE LA MER,BOITE,"5,68"
16200,THON AU NATUREL 3/1,PRODUITS DE LA MER,BOITE,"14,09"
16210,THON AU NATUREL 4/4,PRODUITS DE LA MER,BOITE,"5,70"
16211,THON AU NATUREL 1/6 - 133G,PRODUITS DE LA MER,BOITE,"1,42"
16212,THON NATUREL POCHE 600G,PRODUITS DE LA MER,POCHE,"4,46"
16410,FRUITS DE MER AU NATUREL - SEAU 4 KG,PRODUITS DE LA MER,SEAU,"32,33"
16411,FRUITS DE MER AUX LEGUMES - SEAU 4 KG,PRODUITS DE LA MER,SEAU,"43,90"
16415,COCKTAIL FRUIT DE MER NAT SEAU 1.5 KG,PRODUITS DE LA MER,SEAU,"14,94"
16432,CREVETTES 200/400 - POT 900 G,PRODUITS DE LA MER,POT,"17,79"
16500,BISQUE HOMARD 3/1 BEAUMOULIN,PRODUITS DE LA MER,BOITE,"11,76"
16501,BISQUE HOMARD LIEBIG 3/1,PRODUITS DE LA MER,BOITE,"17,34"
16511,BISQUE HOMARD LIEBIG 4/4,PRODUITS DE LA MER,BOITE,"6,37"
16550,SOUPE POISSON BEAUMOULIN 3/1,PRODUITS DE LA MER,BOITE,"9,39"
16555,SOUPE POISSON FRAICHE BLLE 1L,PRODUITS DE LA MER,BOUTE,"21,73"
16561,SOUPE DE POISSONS 4/4 BEAUMOULIN,PRODUITS DE LA MER,BOITE,"3,81"
16610,ANCHOIS FILETS A L'HUILE 4/4,PRODUITS DE LA MER,BOITE,"11,83"
16611,F/ANCHOIS A L'HUILE D'OLIVE 4/4,PRODUITS DE LA MER,BOITE,"12,55"
16612,ANCHOIS FILETS HUILE MAROC 700 G BARQUET,PRODUITS DE LA MER,BARQU,"11,10"
16640,ANCHOIS AU SEL SEAU 5/1,PRODUITS DE LA MER,SEAU,"49,67"
16650,ANCHOIS MARINE 1 KG,PRODUITS DE LA MER,BARQU,"11,99"
16680,ANCHOIADE 1 KG,PRODUITS DE LA MER,POT,"14,79"
16700,HARENG FILET HUILE  BARQ 3 KG,PRODUITS DE LA MER,BARQU,"23,60"
16749,SURIMI BATONNET 250G,PRODUITS DE LA MER,BOITE,"2,29"
16750,SURIMI ROULEAU 2 KG,PRODUITS DE LA MER,BOITE,"13,30"
16753,SURIMI MIETTE 500 G,PRODUITS DE LA MER,BOITE,"5,64"
16800,CRABE CHAIR ET PATTES  121 G,PRODUITS DE LA MER,BOITE,"5,76"
16810,CRABE CHAIR 4/4,PRODUITS DE LA MER,BOITE,"14,60"
16910,SAUMON FUME. ATLANT. LE  KG,PRODUITS DE LA MER,KG,"25,88"
16911,SAUMON FUME TR 30GX30TR,PRODUITS DE LA MER,KG,"25,01"
16915,SAUMON FUME. ATLANT. EXTRA TR LE  KG,PRODUITS DE LA MER,KG,"36,96"
16920,SAUMON FRAIS FILET S/V - LE KG,PRODUITS DE LA MER,KG,"19,50"
16950,CHUTES DE SAUMON - POCHE DE 500 G,PRODUITS DE LA MER,SACHE,"5,33"
16980,TERRINE DE SAUMON 1.6 K,PRODUITS DE LA MER,POT,"10,77"
16981,TERRINE ST JACQUES 1.6 KG,PRODUITS DE LA MER,POT,"18,57"
16982,TERRINE DE 3 POISSONS 1.6 K,PRODUITS DE LA MER,POT,"11,06"
17480,CANNELLONI ITALPASTA 250 G,PATES ET AUTRES FECULENTS,ETUI,"1,29"
11646,FRITES FRAICHES 10/10 AVIKO 2.5 KG,PATES ET AUTRES FECULENTS,SAC,"4,18"
17011,VERMICELLE DE RIZ 375G,PATES ET AUTRES FECULENTS,SACHE,"2,40"
17012,TAGLIATELLES DE RIZ 400 G - 10MM,PATES ET AUTRES FECULENTS,SACHE,"1,98"
17013,TAGLIATELLES DE RIZ 400G - 3MM,PATES ET AUTRES FECULENTS,SACHE,"1,83"
17014,TAGLIATELLES DE RIZ 375G - 1MM,PATES ET AUTRES FECULENTS,SACHE,"1,83"
17015,VERMICELLE DE RIZ 200G CHEVEUX ANGE,PATES ET AUTRES FECULENTS,SACHE,"1,35"
17016,GALETTE DE RIZ 450G - 22 CM,PATES ET AUTRES FECULENTS,SACHE,"3,58"
17100,TAGLIATELLE DALLARI - ETUI 500G,PATES ET AUTRES FECULENTS,ETUI,"2,05"
17105,TAGLIATELLE  DE CECCO - 500G,PATES ET AUTRES FECULENTS,ETUI,"3,09"
17106,PAPPARDELLE NID DECECCO ETUI 500G,PATES ET AUTRES FECULENTS,ETUI,"3,54"
17107,PACCHERI DECECCO PAQUET 500 G,PATES ET AUTRES FECULENTS,ETUI,"3,36"
17130,TAGLIATELLE OEUF 6 X 1KG BARILLA,PATES ET AUTRES FECULENTS,CARTO,"32,99"
17131,TAGLIATELLE BARILLA BTE 500 G,PATES ET AUTRES FECULENTS,ETUI,"2,28"
17220,RIZ DE CAMARGUE ETUVE 5KG,PATES ET AUTRES FECULENTS,SAC,"10,71"
17240,RIZ INDICA 5 KG VICTORIA,PATES ET AUTRES FECULENTS,SAC,"6,29"
17250,RIZ UNCLE BEN'S SAC 5 KG,PATES ET AUTRES FECULENTS,SAC,"19,57"
17251,RIZ THAI IMPORT - SAC 5KG,PATES ET AUTRES FECULENTS,SAC,"9,89"
17253,RIZ EXQUISOTTO BEN'S - SAC 2.5 KG,PATES ET AUTRES FECULENTS,SAC,"13,74"
17255,QUINOA BLOND SAC 2.5 KG VIVIEN PAILLE,PATES ET AUTRES FECULENTS,SAC,"16,05"
17256,RIZ SELECTION 3 CONTINENTS SAC 2.5KG,PATES ET AUTRES FECULENTS,SAC,"12,35"
17258,QUINOA GOURMAND 1KG,PATES ET AUTRES FECULENTS,SAC,"10,81"
17259,PETIT EPEAUTRE DE SAULT 5 KG (GRAINES),PATES ET AUTRES FECULENTS,SAC,"18,81"
17260,RIZ BASMATI VICTORIA - SAC 5KG,PATES ET AUTRES FECULENTS,SAC,"11,92"
17262,RIZ BASMATI SAC 5KG - VIVIEN PAILLE,PATES ET AUTRES FECULENTS,SAC,"9,01"
17270,RIZ ARBORIO 1 KG,PATES ET AUTRES FECULENTS,PAQUE,"2,99"
17271,RIZ CARNAROLI 1 KG,PATES ET AUTRES FECULENTS,PAQUE,"3,35"
17276,RIZ  NOIR VENERE 1KG,PATES ET AUTRES FECULENTS,PAQUE,"7,52"
17280,RIZ ROND SACHET 1 KG,PATES ET AUTRES FECULENTS,PAQUE,"1,44"
17300,COUSCOUS MOYEN FERRERO - SAC 5KG,PATES ET AUTRES FECULENTS,SAC,"16,99"
17305,COUSCOUS EXTRA MOYEN  AL BADIA-SAC 5KG,PATES ET AUTRES FECULENTS,SAC,"10,79"
17310,COUSCOUS MOYEN 500G FERRERO,PATES ET AUTRES FECULENTS,SACHE,"1,80"
17355,COUSCOUS MOYEN SAC 5KG MALIKA,PATES ET AUTRES FECULENTS,SAC,"7,29"
17380,BOULGOUR - SAC 5KG,PATES ET AUTRES FECULENTS,SAC,"10,85"
17381,BOULGOUR BIO - SAC 5KG - VIVIEN PAILLE,PATES ET AUTRES FECULENTS,SAC,"22,50"
17400,SEMOULE FINE - SAC 5KG,PATES ET AUTRES FECULENTS,SAC,"8,95"
17401,SEMOULE MOYENNE - SAC 5KG,PATES ET AUTRES FECULENTS,SAC,"10,15"
17405,SEMOULE M/F 500G,PATES ET AUTRES FECULENTS,SACHE,"1,82"
17406,SEMOULE FINE 1KG,PATES ET AUTRES FECULENTS,SACHE,"1,20"
17450,POLENTA MOYENNE 1 KG,PATES ET AUTRES FECULENTS,SACHE,"1,12"
17451,POLENTA FINE - 1 KG VIVIEN PAILLE,PATES ET AUTRES FECULENTS,SACHE,"1,51"
17455,POLENTA PRECUITE - 500G,PATES ET AUTRES FECULENTS,SACHE,"1,00"
17465,POLENTA EXPRESS TIPIAK 2.5KG,PATES ET AUTRES FECULENTS,SACHE,"6,54"
17466,POLENTA EXPRESS TIPIAK 1 KG,PATES ET AUTRES FECULENTS,SACHE,"3,30"
17480,LASAGNE BARILLA 500G,PATES ET AUTRES FECULENTS,BOITE,"2,90"
17481,LASAGNE 1/4 GASTRO 1KG PANZANI,PATES ET AUTRES FECULENTS,BOITE,"6,19"
17485,LASAGNE 1/2 GASTRO PANZANI 3KG,PATES ET AUTRES FECULENTS,BOITE,"14,66"
17490,CANNELLONI BARILLA 250 G,PATES ET AUTRES FECULENTS,ETUI,"1,89"
17500,SPAGHETTI BARILLA 500G,PATES ET AUTRES FECULENTS,BOITE,"1,56"
17520,MACCHERONI N°44 BARILLA- PAQ 500G,PATES ET AUTRES FECULENTS,ETUI,"1,55"
17530,COQUILLETTE N°32 BARILLA- PAQ 500G,PATES ET AUTRES FECULENTS,ETUI,"1,56"
17539,FARFALLE DECECCO 500G,PATES ET AUTRES FECULENTS,ETUI,"2,79"
17540,FARFALLE BARILLA 500G,PATES ET AUTRES FECULENTS,ETUI,"1,67"
17541,FARFALLE ORO CHEF 1KG BARILLA,PATES ET AUTRES FECULENTS,SAC,"3,23"
17550,PENNE RIGATE BARILLA 500G,PATES ET AUTRES FECULENTS,ETUI,"1,61"
17551,FUSILLI BARILLA 500G,PATES ET AUTRES FECULENTS,ETUI,"1,48"
17554,FUSILLI DECECCO 500G,PATES ET AUTRES FECULENTS,ETUI,"2,15"
17555,RIGATONI BARILLA 500G,PATES ET AUTRES FECULENTS,PAQUE,"1,92"
17556,RIGATONI N° 24 DECECCO-PAQ 500G,PATES ET AUTRES FECULENTS,ETUI,"2,15"
17565,TORTIS COULEUR 2KG PANZANI,PATES ET AUTRES FECULENTS,SAC,"5,95"
17570,FARFALLE BARILLA- SAC 5KG,PATES ET AUTRES FECULENTS,SAC,"11,45"
17572,FUSILLI BARILLA - SAC 5KG,PATES ET AUTRES FECULENTS,SAC,"11,48"
17573,SPAGHETTI BARILLA - SAC 5 KG,PATES ET AUTRES FECULENTS,SAC,"11,50"
17574,PENNE RIGATE BARILLA - SAC 5KG,PATES ET AUTRES FECULENTS,SAC,"11,65"
17577,BAVETTE (LINGUINE) BARILLA - SAC 5KG,PATES ET AUTRES FECULENTS,SAC,"10,49"
17580,PENNE RIGATE DECECCO 500G,PATES ET AUTRES FECULENTS,PAQUE,"2,15"
17582,SPAGHETTI N°12 DECECCO 500 G,PATES ET AUTRES FECULENTS,PAQUE,"2,70"
17583,PENNE RIGATE DECECCO - SAC 3KG,PATES ET AUTRES FECULENTS,SAC,"10,72"
17584,LINGUINE DECECCO-SAC 3KG,PATES ET AUTRES FECULENTS,SAC,"10,67"
17586,FARFALLE DECECCO-SAC 3KG,PATES ET AUTRES FECULENTS,SAC,"10,24"
17591,CANNELLONI DECECCO 250G,PATES ET AUTRES FECULENTS,SAC,"3,41"
17593,NOUILLES CHINOISES OEUFS 454G,PATES ET AUTRES FECULENTS,ETUI,"2,56"
17594,NOUILLES CHINOISES SUZI WAN - 250G,PATES ET AUTRES FECULENTS,SACHE,"2,83"
17595,NOUILLES CHINOISES OEUFS 454G LARGE,PATES ET AUTRES FECULENTS,ETUI,"2,61"
17602,PUREE PDT FLOCON LAIT SAC 5 KG,PATES ET AUTRES FECULENTS,SAC,"19,32"
17640,PUREE GRANULEE LAIT 800 G X 2 MOUSLINE,PATES ET AUTRES FECULENTS,BOITE,"11,39"
17700,EBLY SAC 5 KG,PATES ET AUTRES FECULENTS,SAC,"26,38"
17805,COQUILLETTES PANZANI - 5 KG,PATES ET AUTRES FECULENTS,SAC,"9,62"
17821,LASAGNE N°173 RUMMO 500G,PATES ET AUTRES FECULENTS,ETUI,"2,42"
17822,TAGLIATELLE  N° 36  RUMMO - CT 12X 250G,PATES ET AUTRES FECULENTS,ETUI,"1,32"
17824,PENNE RIGATE N° 66 RUMMO - SAC 3KG,PATES ET AUTRES FECULENTS,SAC,"7,28"
17830,LINGUINE RUMMO -  SAC 1KG,PATES ET AUTRES FECULENTS,SACHE,"2,66"
17832,PENNE RIGATE RUMMO - SAC 500G,PATES ET AUTRES FECULENTS,SACHE,"1,55"
17835,PENNE RIGATE RUMMO - SAC 1KG,PATES ET AUTRES FECULENTS,SACHE,"2,51"
17836,SPAGHETTI RUMMO - SAC 1KG,PATES ET AUTRES FECULENTS,SACHE,"2,40"
17853,MEZZE RIGATONI DE CECCO - SAC 3 KG,PATES ET AUTRES FECULENTS,SAC,"11,56"
17900,FEUILLES DE BRICK X 10,PATES ET AUTRES FECULENTS,SACHE,"1,12"
17905,PATE A FILO 500G,PATES ET AUTRES FECULENTS,SACHE,"3,75"
17940,PATE BRISEE A DEROULER,PATES ET AUTRES FECULENTS,SACHE,"0,79"
17941,PATE FEUILLETEE A DEROULER 230 G,PATES ET AUTRES FECULENTS,SACHE,"0,76"
17954,GNOCCHI PDT FRAIS - LE KG,PATES ET AUTRES FECULENTS,KG,"6,19"
17955,GNOCCHI À LA TRUFFE 1 KG X 5 - CARTON,PATES ET AUTRES FECULENTS,CARTO,"54,50"
17960,RAVIOLI BOEUF 1KG,PATES ET AUTRES FECULENTS,SACHE,"3,93"
17961,RAVIOLI LOUP DE MER 1 KG,PATES ET AUTRES FECULENTS,BARQU,"14,90"
17962,RAVIOLINI ARTICHAUTS SANREMO 1KG,PATES ET AUTRES FECULENTS,BARQU,"17,00"
17972,TAGLIATELLE FRAICHE 1KG,PATES ET AUTRES FECULENTS,SACHE,"3,19"
17973,PANISSE BARQ (ENV 1.8KG) - LE KG,PATES ET AUTRES FECULENTS,KG,"6,05"
17974,DEMI LUNE A LA RICOTTE - KG,PATES ET AUTRES FECULENTS,KG,"12,61"
17975,RAVIOLI AUX EPINARDS GD - LE KG,PATES ET AUTRES FECULENTS,KG,"12,57"
17976,TAGLIONI NATURE AUX OEUFS CIPRIANI X 12,PATES ET AUTRES FECULENTS,CARTO,"63,00"
17977,TROFIETTE CHATAIGNE 1 KG X 5,PATES ET AUTRES FECULENTS,CARTO,"29,50"
17986,GNOCCHI FRAIS S/V SACHET 500G,PATES ET AUTRES FECULENTS,SACHE,"2,38"
18020,FARINE T 55  10 X 1KG,FARINE,UNI,"0,80"
18021,FARINE T55 SABAROT 5KG,FARINE,SAC,"3,76"
18030,FARINE MIX TEMPURA 500 G,FARINE,SACHE,"7,10"
18031,FARINE MIX TEMPURA 150G,FARINE,SACHE,"1,95"
18032,TEMPURA 5 KG,FARINE,SACHE,"24,34"
18040,FARINE T45 JULIETTE 10 X 1 KG,FARINE,UNI,"0,75"
18051,FARINE ITALIENNE T00/T45 SAC 5KG DALLARI,FARINE,SAC,"4,76"
18053,FARINE STACCAPIZZA 10X1KG,FARINE,UNI,"1,77"
18055,FARINE ITALIENNE PZ3 - SAC 5KG,FARINE,SAC,"4,65"
18060,FARINE FLUIDE 10 X 1KG  FRANCINE,FARINE,UNI,"1,35"
18090,FARINE BLE NOIR SARRASIN - 1 KG,FARINE,SACHE,"3,14"
18200,SAUCE BECHAMEL (BLANCHE) 2.5 KG COMPLET,FARINE,SACHE,"16,21"
18201,SAUCE BECHAMEL KNORR 1 L BRIQUE,FARINE,BRICK,"6,99"
18310,FARINE DE POIS CHICHES 1KG VIA ANTICA,FARINE,SACHE,"2,38"
18320,FARINE DE POIS CHICHES 500G,FARINE,SACHE,"1,30"
19011,SUCRE BV COLIS 6 X 1KG SOL,SUCRE,FARDE,"9,34"
19020,SUCRE SEMOULE SAC 20 KG ST LOUIS,SUCRE,SAC,"17,33"
19022,SUCRE CRISTALLISE SAC 20 KG ST LOUIS,SUCRE,SAC,"18,19"
19023,SUCRE - POUDRE ETUI BV COLIS 8 X 1KG,SUCRE,FARDE,"8,21"
19050,SUCRE CRISTAL SAC 5 KG,SUCRE,SAC,"5,58"
19051,SUCRE CRISTAL - 1 KG,SUCRE,SAC,"1,87"
19100,SUCRE MORCEAUX COLIS 5 X 1 KG,SUCRE,FARDE,"6,17"
19101,SUCRE SEMOULE 1KG - LE BON SUCRE,SUCRE,PAQUE,"1,18"
19130,SUCRE ENVELOPPE X 2 - COLIS 5 KG,SUCRE,COLIS,"14,03"
19151,SUCRE BUCHETTES  5 G - 2.5 KG ST LOUIS,SUCRE,BOITE,"4,80"
19152,SUCRE BUCHETTES ROUX 4G - 5 KG,SUCRE,CARTO,"14,29"
19153,SUCRE BUCHETTES  5G - 5 KG GIRAUDON,SUCRE,BOITE,"8,31"
19200,SUCRE VANILLINE - 1 KG,SUCRE,BOITE,"6,85"
19210,SUCRE VANILLINE- SACHET X 10,SUCRE,LOT,"1,54"
19300,SUCRE GLACE - 1 KG,SUCRE,SACHE,"3,15"
19301,SUCRE GLACE SAUPOUDREUSE 500G,SUCRE,BOITE,"2,33"
19303,SUCRE GLACE 10 KG SAINT LOUIS,SUCRE,SAC,"13,03"
19304,SUCRE GLACE 5 KG - G. GIRAUDON & FILS,SUCRE,SAC,"6,33"
19400,SUCRE PERRUCHE AMBRE ROUX 750G,SUCRE,BOITE,"3,50"
19410,SUCRE PERRUCHE BLANC 750G,SUCRE,BOITE,"3,50"
19420,SUCRE VERGEOISE BRUNE 500G,SUCRE,BOITE,"2,82"
19450,SUCRE CASSONADE BV 1 KG,SUCRE,BOITE,"2,69"
19500,CANDEREL COMPRIMES  X 250,SUCRE,BOITE,"9,58"
19510,CANDEREL POUDRE STICK 0.5 G X 250,SUCRE,BOITE,"9,22"
19710,SIROP D'ERABLE 1L- MAPLE JOE,SUCRE,BOUTE,"22,61"
19711,SIROP GOUT ERABLE 1L - ROUTIN 1883,SUCRE,BOUTE,"6,25"
19712,SIROP AGAVE 500G BIO,SUCRE,BOUTE,"13,39"
20101,MARS 51 G X 32 - COEUR FONDANT,CONFISERIE,BOITE,"16,69"
20105,BONBON ACCUEIL ACIDULE  1.4KG,CONFISERIE,BOITE,"11,28"
20106,BONBON ACCUEIL MENTHE 1.4KG,CONFISERIE,BOITE,"10,53"
20110,BOUNTY LAIT 57 G X 24,CONFISERIE,BOITE,"14,40"
20115,KINDER BUENO 43G  X 30,CONFISERIE,BOITE,"21,00"
20130,TWIX 50G X 32,CONFISERIE,BOITE,"17,00"
20131,M&M'S CACAHUETES 45 G X 36,CONFISERIE,BOITE,"20,92"
20132,TOBLERONE 50 G X 24,CONFISERIE,CARTO,"23,85"
20134,HOLLYWOOD CHEWING GUM DRAGEES X20,CONFISERIE,BOITE,"14,72"
20140,SNICKERS 50G X 32,CONFISERIE,BOITE,"18,95"
20150,KIT KAT 41.5 G X 36,CONFISERIE,BOITE,"21,89"
20171,LION 42G X 24,CONFISERIE,BOITE,"13,12"
20200,HARIBO HAPPY COLA X 210,CONFISERIE,BOITE,"9,21"
20201,HARIBO CROCODILE X 210,CONFISERIE,BOITE,"9,21"
20202,HARIBO TAGADA MAXI X 210,CONFISERIE,BOITE,"9,90"
20203,MINIATURES MIX CELEBRATIONS - 3KG,CONFISERIE,BOITE,"36,99"
20250,CHUPA CHUPS ASS. TUBO X150,CONFISERIE,BOITE,"26,12"
20362,HARIBO BAMS 30G X30,CONFISERIE,BOITE,"12,91"
20365,DRAGIBUS SACHET 40G X 30,CONFISERIE,BOITE,"14,95"
20366,HAPPY COLA SACHET 120G X 30,CONFISERIE,BOITE,"26,50"
20367,LANGUES ACIDES X 105,CONFISERIE,BOITE,"10,11"
20368,TAGADA FRAISE SACHET 30G X30,CONFISERIE,BOITE,"15,95"
20371,HAPPY COLA SACHET 40G X 30,CONFISERIE,BOITE,"14,95"
20376,TACHE LANGUE X150,CONFISERIE,BOITE,"12,58"
20377,BOULE MAGIQUE X 100,CONFISERIE,BOITE,"13,77"
20379,MAMOUTH TETINE TUBO X 80,CONFISERIE,BOITE,"28,31"
21010,LEVURE BOULANGER 500 G,LEVURES,BOITE,"1,66"
21030,LEVURE BOUL. 42 G X 12,LEVURES,BOITE,"2,77"
21110,LEVURE CHIMIQUE - BAKING POWDER 1KG,LEVURES,BOITE,"8,20"
21200,LEVURE CHIMIQUE - SACHET X10,LEVURES,LOT,"1,37"
22200,LAMELLES POULET ROTI - SAC 2.5 KG,VIANDE,SAC,"21,99"
22210,FILET ENTIER DE POULET ROTI 2.5 KG,VIANDE,SAC,"18,90"
22220,FILET DE POULET JAUNE CRU - LE KG,VIANDE,KG,"9,86"
22250,TARTARE COUTEAU CHAROL.180GX2,VIANDE,BARQU,"6,88"
22252,TARTARE 5 % 180 G X 8,VIANDE,CARTO,"17,35"
22253,FILET MIGNON PORC (KG),VIANDE,KG,"11,52"
22254,NOIX PATISSIERE DE VEAU - KG,VIANDE,KG,"18,99"
22255,COEUR RUMSTEACK PAD SV,VIANDE,KG,"12,26"
22256,ENTRECOTE SP SV,VIANDE,KG,"14,45"
22257,FAUX FILET SP SV 5 KG,VIANDE,KG,"9,00"
22258,FILET BOEUF SP SV 3 KG,VIANDE,KG,"22,99"
22260,PALERON SP SV,VIANDE,KG,"6,50"
22261,POIRE BOEUF PAD SV,VIANDE,KG,"8,50"
22262,ENTRECOTE SIMMENTAL KG,VIANDE,KG,"21,32"
22263,ROTI ECHINE PORC S/OS,VIANDE,KG,"6,10"
22264,ONGLET BOEUF PAD SV,VIANDE,KG,"7,50"
22266,PAVE RUMSTEACK BVF TR 180X7,VIANDE,BARQU,"24,99"
23115,BISCOTTES 2 T X 208 PASQUIER,BISCOTTES ET DERIVES BISCUITS,BOITE,"14,12"
23200,CROUTONS NATURE SACHET 500 G,BISCOTTES ET DERIVES BISCUITS,SACHE,"1,99"
23201,CROUTONS AIL SACHET 500 G,BISCOTTES ET DERIVES BISCUITS,SACHE,"2,17"
23202,CROUTONS TRAITEUR RONDS 300 G,BISCOTTES ET DERIVES BISCUITS,SACHE,"2,99"
23210,CHAPELURE BLANCHE SAC 1 KG,BISCOTTES ET DERIVES BISCUITS,SAC,"2,12"
23211,CHAPELURE BRUNE SAC 1 KG,BISCOTTES ET DERIVES BISCUITS,SAC,"1,69"
23212,CHAPELURE PANKO SAC 1 KG,BISCOTTES ET DERIVES BISCUITS,SAC,"9,44"
23213,CHAPELURE PANKO SAC 200GR,BISCOTTES ET DERIVES BISCUITS,SAC,"2,51"
23301,PAIN DE MIE NAT 10X10 24 TR 500G HARRY'S,BISCOTTES ET DERIVES BISCUITS,SACHE,"1,96"
23302,PAIN DE MIE NAT 14 TR 550G HARRY'S,BISCOTTES ET DERIVES BISCUITS,SACHE,"1,96"
23303,PAIN DE MIE COMPLET 14 TR 550G HARRY'S,BISCOTTES ET DERIVES BISCUITS,SACHE,"2,56"
23304,PAIN DE MIE NAT S/CROUTE  500G HARRY'S,BISCOTTES ET DERIVES BISCUITS,SACHE,"2,83"
23305,BAG. VIENNOISE X 4 LA BOULANGERE,BISCOTTES ET DERIVES BISCUITS,SACHE,"2,36"
23310,PANINI NAT 480G - CARTON 10X4,BISCOTTES ET DERIVES BISCUITS,CARTO,"39,99"
23315,PAIN HOT DOG - CARTON 12 X 6,BISCOTTES ET DERIVES BISCUITS,CARTO,"28,94"
23320,BRIOCHE TRANCHEE HARRY'S 18TR - 500G,BISCOTTES ET DERIVES BISCUITS,SACHE,"3,60"
23321,BRIOCHE TRESSEE HARRY'S - 515G,BISCOTTES ET DERIVES BISCUITS,SACHE,"3,71"
23390,TOAST NATURE 280G,BISCOTTES ET DERIVES BISCUITS,SACHE,"1,91"
23391,TOAST ROND SEIGLE 300G,BISCOTTES ET DERIVES BISCUITS,SACHE,"2,12"
23400,PAIN BRUSCHETTA 400 G ROBERTO,BISCOTTES ET DERIVES BISCUITS,SACHE,"1,95"
23401,PAIN BRUSCHELLE 400 G - HARRY'S,BISCOTTES ET DERIVES BISCUITS,SACHE,"2,48"
23430,MAXI BURGER SESAME X 4 JACQUET,BISCOTTES ET DERIVES BISCUITS,SACHE,"1,96"
23435,AMERICAN BURGER GEANT X 30 HARRY'S,BISCOTTES ET DERIVES BISCUITS,CARTO,"13,25"
23440,BURGER BRASSERIE CARRE X 4,BISCOTTES ET DERIVES BISCUITS,SACHE,"2,29"
23500,CIGARETTES X 250 BUHLER 1.25 KG,BISCOTTES ET DERIVES BISCUITS,BOITE,"15,15"
23501,BISCUITS CIGARETTES POPIROLL - 1KG,BISCOTTES ET DERIVES BISCUITS,CARTO,"5,50"
23520,"BISCUITS EVENTAIL BUHLER - 1,250 KG",BISCOTTES ET DERIVES BISCUITS,CARTO,"18,89"
23541,SPECULOS 6 G X 400,BISCOTTES ET DERIVES BISCUITS,CARTO,"18,69"
23545,SPECULOS 8 PAQUETS - 2KG,BISCOTTES ET DERIVES BISCUITS,CARTO,"13,85"
23550,SPECULOOS CONCASSE 750G,BISCOTTES ET DERIVES BISCUITS,SACHE,"4,77"
23557,CAKE AUX FRUITS EN TRANCHES,BISCOTTES ET DERIVES BISCUITS,SACHE,"24,85"
23558,CAKE AUX FRUITS 37.5G X 120 LE STER,BISCOTTES ET DERIVES BISCUITS,CARTO,"23,91"
23559,P'TIT MOELLEUX CACAO/NOIS. 35GX120,BISCOTTES ET DERIVES BISCUITS,CARTO,"18,47"
23561,P'TIT FOURRE ABRICOT 30GX130 KER CADELAC,BISCOTTES ET DERIVES BISCUITS,CARTO,"24,39"
23562,P'TIT FOURRE FRAISE 30GX130 KER CADELAC,BISCOTTES ET DERIVES BISCUITS,CARTO,"24,39"
23564,GALETTE R2 - 13 G X 200 ST MICHEL,BISCOTTES ET DERIVES BISCUITS,CARTO,"25,70"
23570,BISCUIT CUILLERS RESTO  X 192 (JAUNE),BISCOTTES ET DERIVES BISCUITS,CARTO,"19,50"
23571,BISCUIT CUILLERE BANDE 15X34,BISCOTTES ET DERIVES BISCUITS,CARTO,"17,99"
23573,MADELEINE 25 G X 130 LE STER,BISCOTTES ET DERIVES BISCUITS,CARTO,"10,74"
23575,BOUDOIR 1.6 KG,BISCOTTES ET DERIVES BISCUITS,CARTO,"14,09"
23585,GAVOTTES R2 X120 - 1.25KG,BISCOTTES ET DERIVES BISCUITS,BOITE,"22,43"
23590,PAIN D'EPICES 500G,BISCOTTES ET DERIVES BISCUITS,SACHE,"2,24"
23591,P'TIT FOURRE CACAO 35GX120,BISCOTTES ET DERIVES BISCUITS,CARTO,"26,94"
23600,ASSORTIMENT SALE COCKTAIL 720G BELIN,BISCOTTES ET DERIVES BISCUITS,SACHE,"9,12"
23601,SABLE DE RETZ 2 X 200 ST MICHEL,BISCOTTES ET DERIVES BISCUITS,CARTO,"21,74"
23605,BISCUIT APERITIF COCKTAIL MIX - 1 KG,BISCOTTES ET DERIVES BISCUITS,SACHE,"6,83"
23651,GRESSINS SACHET 350G ROBERTO,BISCOTTES ET DERIVES BISCUITS,SACHE,"3,87"
23652,GRESSINS 200 G ARTE IN PASTA,BISCOTTES ET DERIVES BISCUITS,SACHE,"5,21"
23700,GENOISE RONDE NATX8,BISCOTTES ET DERIVES BISCUITS,CARTO,"39,44"
23750,GENOISE RECT. 25X35 (X6),BISCOTTES ET DERIVES BISCUITS,CARTO,"44,16"
23753,TARTELETTES SABLEES 11 CM X 96,BISCOTTES ET DERIVES BISCUITS,CARTO,"30,07"
23754,CHOUX LUNCH X 120 - DUCOURTIEUX,BISCOTTES ET DERIVES BISCUITS,CARTO,"18,81"
23755,TARTELET.MINI SALEES X 240,BISCOTTES ET DERIVES BISCUITS,CARTO,"36,82"
